wandb: WARNING The `run_name` is currently set to the same value as `TrainingArguments.output_dir`. If this was not intended, please specify a different run name by setting the `TrainingArguments.run_name` parameter.
                                                  
{'loss': -0.0, 'grad_norm': 0.2859947681427002, 'learning_rate': 1.9920000000000002e-05, 'completion_length': 81.453125, 'rewards/reward_function': -270.671875, 'reward': -270.671875, 'reward_std': 84.1400146484375, 'kl': 0.0, 'epoch': 0.0}
{'loss': 0.0001, 'grad_norm': 0.29666268825531006, 'learning_rate': 1.8880000000000002e-05, 'completion_length': 87.609375, 'rewards/reward_function': -285.15625, 'reward': -285.15625, 'reward_std': 75.70783233642578, 'kl': 0.001586045022122562, 'epoch': 0.06}
{'loss': 0.0001, 'grad_norm': 0.33549749851226807, 'learning_rate': 1.88e-05, 'completion_length': 84.734375, 'rewards/reward_function': -264.828125, 'reward': -264.828125, 'reward_std': 83.31343841552734, 'kl': 0.001751657691784203, 'epoch': 0.06}
{'loss': 0.0001, 'grad_norm': 0.39284631609916687, 'learning_rate': 1.8720000000000004e-05, 'completion_length': 83.21875, 'rewards/reward_function': -270.53125, 'reward': -270.53125, 'reward_std': 77.02940368652344, 'kl': 0.0018948196666315198, 'epoch': 0.06}
{'loss': 0.0001, 'grad_norm': 0.2742026746273041, 'learning_rate': 1.864e-05, 'completion_length': 77.453125, 'rewards/reward_function': -254.421875, 'reward': -254.421875, 'reward_std': 93.19964218139648, 'kl': 0.001932289742399007, 'epoch': 0.07}
{'loss': 0.0001, 'grad_norm': 0.3374828100204468, 'learning_rate': 1.8560000000000002e-05, 'completion_length': 82.453125, 'rewards/reward_function': -267.6875, 'reward': -267.6875, 'reward_std': 88.3669548034668, 'kl': 0.002128749620169401, 'epoch': 0.07}
{'loss': 0.0001, 'grad_norm': 0.3055912256240845, 'learning_rate': 1.8480000000000003e-05, 'completion_length': 81.3125, 'rewards/reward_function': -258.796875, 'reward': -258.796875, 'reward_std': 78.3051528930664, 'kl': 0.002141615725122392, 'epoch': 0.08}
{'loss': 0.0001, 'grad_norm': 0.24192385375499725, 'learning_rate': 1.8400000000000003e-05, 'completion_length': 89.0625, 'rewards/reward_function': -286.765625, 'reward': -286.765625, 'reward_std': 67.76165771484375, 'kl': 0.0019328237976878881, 'epoch': 0.08}
{'loss': 0.0001, 'grad_norm': 0.35619229078292847, 'learning_rate': 1.832e-05, 'completion_length': 83.34375, 'rewards/reward_function': -286.875, 'reward': -286.875, 'reward_std': 87.50020217895508, 'kl': 0.0019874979043379426, 'epoch': 0.08}
{'loss': 0.0001, 'grad_norm': 0.3567550480365753, 'learning_rate': 1.824e-05, 'completion_length': 80.171875, 'rewards/reward_function': -248.765625, 'reward': -248.765625, 'reward_std': 80.7886962890625, 'kl': 0.0024636528687551618, 'epoch': 0.09}
{'loss': 0.0001, 'grad_norm': 0.30464282631874084, 'learning_rate': 1.8160000000000002e-05, 'completion_length': 86.296875, 'rewards/reward_function': -290.3125, 'reward': -290.3125, 'reward_std': 76.48357582092285, 'kl': 0.00228667538613081, 'epoch': 0.09}
{'loss': 0.0001, 'grad_norm': 0.318656861782074, 'learning_rate': 1.8080000000000003e-05, 'completion_length': 83.671875, 'rewards/reward_function': -267.578125, 'reward': -267.578125, 'reward_std': 73.82018661499023, 'kl': 0.00301513506565243, 'epoch': 0.1}
{'loss': 0.0001, 'grad_norm': 0.3307296633720398, 'learning_rate': 1.8e-05, 'completion_length': 82.953125, 'rewards/reward_function': -267.4375, 'reward': -267.4375, 'reward_std': 89.24174880981445, 'kl': 0.0022077150642871857, 'epoch': 0.1}
{'loss': 0.0001, 'grad_norm': 0.35736986994743347, 'learning_rate': 1.792e-05, 'completion_length': 70.921875, 'rewards/reward_function': -236.78125, 'reward': -236.78125, 'reward_std': 109.67432403564453, 'kl': 0.0026995691005140543, 'epoch': 0.1}
{'loss': 0.0001, 'grad_norm': 0.3468569219112396, 'learning_rate': 1.7840000000000002e-05, 'completion_length': 86.484375, 'rewards/reward_function': -293.609375, 'reward': -293.609375, 'reward_std': 71.48172378540039, 'kl': 0.0026103425770998, 'epoch': 0.11}
{'loss': 0.0001, 'grad_norm': 0.3429659307003021, 'learning_rate': 1.7760000000000003e-05, 'completion_length': 86.78125, 'rewards/reward_function': -283.734375, 'reward': -283.734375, 'reward_std': 65.45282745361328, 'kl': 0.0031681571854278445, 'epoch': 0.11}
{'loss': 0.0001, 'grad_norm': 0.2788277566432953, 'learning_rate': 1.768e-05, 'completion_length': 87.3125, 'rewards/reward_function': -277.359375, 'reward': -277.359375, 'reward_std': 78.23299980163574, 'kl': 0.003081033704802394, 'epoch': 0.12}
{'loss': 0.0001, 'grad_norm': 0.37216806411743164, 'learning_rate': 1.76e-05, 'completion_length': 84.828125, 'rewards/reward_function': -258.84375, 'reward': -258.84375, 'reward_std': 84.8470344543457, 'kl': 0.003585833590477705, 'epoch': 0.12}
{'loss': 0.0001, 'grad_norm': 0.2717839181423187, 'learning_rate': 1.752e-05, 'completion_length': 85.765625, 'rewards/reward_function': -285.421875, 'reward': -285.421875, 'reward_std': 66.5305118560791, 'kl': 0.003263366175815463, 'epoch': 0.12}
{'loss': 0.0002, 'grad_norm': 0.3115108609199524, 'learning_rate': 1.7440000000000002e-05, 'completion_length': 75.125, 'rewards/reward_function': -239.328125, 'reward': -239.328125, 'reward_std': 95.73242568969727, 'kl': 0.004401051206514239, 'epoch': 0.13}
{'loss': 0.0002, 'grad_norm': 0.3996085226535797, 'learning_rate': 1.736e-05, 'completion_length': 79.046875, 'rewards/reward_function': -264.0625, 'reward': -264.0625, 'reward_std': 98.59588623046875, 'kl': 0.003907042904756963, 'epoch': 0.13}
{'loss': 0.0001, 'grad_norm': 0.26294293999671936, 'learning_rate': 1.728e-05, 'completion_length': 84.09375, 'rewards/reward_function': -273.78125, 'reward': -273.78125, 'reward_std': 72.6317253112793, 'kl': 0.0036292524309828877, 'epoch': 0.14}
{'loss': 0.0002, 'grad_norm': 0.28486084938049316, 'learning_rate': 1.72e-05, 'completion_length': 83.734375, 'rewards/reward_function': -279.890625, 'reward': -279.890625, 'reward_std': 72.34193801879883, 'kl': 0.003863657242618501, 'epoch': 0.14}
{'loss': 0.0002, 'grad_norm': 0.30881649255752563, 'learning_rate': 1.7120000000000002e-05, 'completion_length': 85.453125, 'rewards/reward_function': -287.28125, 'reward': -287.28125, 'reward_std': 78.63895797729492, 'kl': 0.004079794278368354, 'epoch': 0.14}
{'loss': 0.0002, 'grad_norm': 0.34451720118522644, 'learning_rate': 1.704e-05, 'completion_length': 82.3125, 'rewards/reward_function': -286.859375, 'reward': -286.859375, 'reward_std': 102.51906204223633, 'kl': 0.005326261278241873, 'epoch': 0.15}
{'loss': 0.0002, 'grad_norm': 0.2783464193344116, 'learning_rate': 1.696e-05, 'completion_length': 83.46875, 'rewards/reward_function': -276.90625, 'reward': -276.90625, 'reward_std': 73.08796501159668, 'kl': 0.005108062876388431, 'epoch': 0.15}
{'loss': 0.0002, 'grad_norm': 0.3644880950450897, 'learning_rate': 1.688e-05, 'completion_length': 80.09375, 'rewards/reward_function': -255.15625, 'reward': -255.15625, 'reward_std': 93.25461959838867, 'kl': 0.005473705707117915, 'epoch': 0.16}
{'loss': 0.0002, 'grad_norm': 0.26767516136169434, 'learning_rate': 1.6800000000000002e-05, 'completion_length': 80.421875, 'rewards/reward_function': -261.609375, 'reward': -261.609375, 'reward_std': 84.30662536621094, 'kl': 0.005642994772642851, 'epoch': 0.16}
{'loss': 0.0003, 'grad_norm': 0.3350893259048462, 'learning_rate': 1.672e-05, 'completion_length': 77.234375, 'rewards/reward_function': -256.96875, 'reward': -256.96875, 'reward_std': 97.6478042602539, 'kl': 0.006434597074985504, 'epoch': 0.16}
{'loss': 0.0003, 'grad_norm': 0.3658781349658966, 'learning_rate': 1.664e-05, 'completion_length': 74.828125, 'rewards/reward_function': -242.46875, 'reward': -242.46875, 'reward_std': 100.03381729125977, 'kl': 0.008137847064062953, 'epoch': 0.17}
{'loss': 0.0002, 'grad_norm': 0.26361706852912903, 'learning_rate': 1.656e-05, 'completion_length': 82.890625, 'rewards/reward_function': -258.296875, 'reward': -258.296875, 'reward_std': 75.94816589355469, 'kl': 0.00529358210042119, 'epoch': 0.17}
{'loss': 0.0003, 'grad_norm': 0.3133698105812073, 'learning_rate': 1.648e-05, 'completion_length': 79.8125, 'rewards/reward_function': -251.640625, 'reward': -251.640625, 'reward_std': 91.17859649658203, 'kl': 0.007629612693563104, 'epoch': 0.18}
{'loss': 0.0004, 'grad_norm': 0.3386688828468323, 'learning_rate': 1.64e-05, 'completion_length': 81.609375, 'rewards/reward_function': -257.8125, 'reward': -257.8125, 'reward_std': 87.02741813659668, 'kl': 0.009385059121996164, 'epoch': 0.18}
{'loss': 0.0003, 'grad_norm': 0.2738593518733978, 'learning_rate': 1.632e-05, 'completion_length': 85.59375, 'rewards/reward_function': -285.453125, 'reward': -285.453125, 'reward_std': 84.1275634765625, 'kl': 0.007651535328477621, 'epoch': 0.18}
{'loss': 0.0004, 'grad_norm': 0.36725038290023804, 'learning_rate': 1.6240000000000004e-05, 'completion_length': 76.125, 'rewards/reward_function': -244.140625, 'reward': -244.140625, 'reward_std': 92.75218200683594, 'kl': 0.010246310383081436, 'epoch': 0.19}
{'loss': 0.0005, 'grad_norm': 0.3646117150783539, 'learning_rate': 1.616e-05, 'completion_length': 74.3125, 'rewards/reward_function': -251.546875, 'reward': -251.546875, 'reward_std': 89.92179489135742, 'kl': 0.011774935759603977, 'epoch': 0.19}
{'loss': 0.0005, 'grad_norm': 0.3836638629436493, 'learning_rate': 1.6080000000000002e-05, 'completion_length': 71.03125, 'rewards/reward_function': -220.0, 'reward': -220.0, 'reward_std': 103.16352081298828, 'kl': 0.011711021419614553, 'epoch': 0.2}
{'loss': 0.0005, 'grad_norm': 0.2988307476043701, 'learning_rate': 1.6000000000000003e-05, 'completion_length': 77.640625, 'rewards/reward_function': -251.609375, 'reward': -251.609375, 'reward_std': 101.24256896972656, 'kl': 0.012186689302325249, 'epoch': 0.2}
{'loss': 0.0004, 'grad_norm': 0.3322516679763794, 'learning_rate': 1.5920000000000003e-05, 'completion_length': 82.515625, 'rewards/reward_function': -251.046875, 'reward': -251.046875, 'reward_std': 91.05166625976562, 'kl': 0.011001129169017076, 'epoch': 0.2}
{'loss': 0.0005, 'grad_norm': 0.38747915625572205, 'learning_rate': 1.584e-05, 'completion_length': 80.609375, 'rewards/reward_function': -243.671875, 'reward': -243.671875, 'reward_std': 89.43853378295898, 'kl': 0.012386803049594164, 'epoch': 0.21}
{'loss': 0.0007, 'grad_norm': 0.32144632935523987, 'learning_rate': 1.576e-05, 'completion_length': 73.5, 'rewards/reward_function': -236.5, 'reward': -236.5, 'reward_std': 93.58418273925781, 'kl': 0.016842667944729328, 'epoch': 0.21}
{'loss': 0.0006, 'grad_norm': 0.31385213136672974, 'learning_rate': 1.5680000000000002e-05, 'completion_length': 78.109375, 'rewards/reward_function': -259.28125, 'reward': -259.28125, 'reward_std': 91.62055206298828, 'kl': 0.015978973358869553, 'epoch': 0.22}
{'loss': 0.0004, 'grad_norm': 0.3058111071586609, 'learning_rate': 1.5600000000000003e-05, 'completion_length': 77.140625, 'rewards/reward_function': -241.609375, 'reward': -241.609375, 'reward_std': 80.63029098510742, 'kl': 0.00981813739053905, 'epoch': 0.22}
{'loss': 0.0007, 'grad_norm': 0.35682055354118347, 'learning_rate': 1.552e-05, 'completion_length': 71.875, 'rewards/reward_function': -237.9375, 'reward': -237.9375, 'reward_std': 104.35198974609375, 'kl': 0.016950314864516258, 'epoch': 0.22}
{'loss': 0.0008, 'grad_norm': 0.35421448945999146, 'learning_rate': 1.544e-05, 'completion_length': 66.9375, 'rewards/reward_function': -214.0, 'reward': -214.0, 'reward_std': 94.4369125366211, 'kl': 0.019333353266119957, 'epoch': 0.23}
{'loss': 0.0007, 'grad_norm': 0.3369392156600952, 'learning_rate': 1.5360000000000002e-05, 'completion_length': 73.3125, 'rewards/reward_function': -243.015625, 'reward': -243.015625, 'reward_std': 102.2933235168457, 'kl': 0.018143250606954098, 'epoch': 0.23}
{'loss': 0.0007, 'grad_norm': 0.32429471611976624, 'learning_rate': 1.5280000000000003e-05, 'completion_length': 74.59375, 'rewards/reward_function': -237.28125, 'reward': -237.28125, 'reward_std': 92.49877166748047, 'kl': 0.017122844234108925, 'epoch': 0.24}
{'loss': 0.0009, 'grad_norm': 0.376101016998291, 'learning_rate': 1.5200000000000002e-05, 'completion_length': 72.40625, 'rewards/reward_function': -237.515625, 'reward': -237.515625, 'reward_std': 95.66375732421875, 'kl': 0.023447423242032528, 'epoch': 0.24}
{'loss': 0.0008, 'grad_norm': 0.3582517206668854, 'learning_rate': 1.5120000000000001e-05, 'completion_length': 79.703125, 'rewards/reward_function': -272.53125, 'reward': -272.53125, 'reward_std': 88.2002944946289, 'kl': 0.019028916023671627, 'epoch': 0.24}
{'loss': 0.0011, 'grad_norm': 0.36527687311172485, 'learning_rate': 1.5040000000000002e-05, 'completion_length': 70.34375, 'rewards/reward_function': -219.21875, 'reward': -219.21875, 'reward_std': 95.34135437011719, 'kl': 0.026438064873218536, 'epoch': 0.25}
{'loss': 0.0009, 'grad_norm': 0.36235862970352173, 'learning_rate': 1.496e-05, 'completion_length': 61.703125, 'rewards/reward_function': -182.328125, 'reward': -182.328125, 'reward_std': 90.345458984375, 'kl': 0.02146226540207863, 'epoch': 0.25}
{'loss': 0.0009, 'grad_norm': 0.35568001866340637, 'learning_rate': 1.4880000000000002e-05, 'completion_length': 70.65625, 'rewards/reward_function': -222.28125, 'reward': -222.28125, 'reward_std': 97.38116455078125, 'kl': 0.023518329486250877, 'epoch': 0.26}
{'loss': 0.0012, 'grad_norm': 0.6159248948097229, 'learning_rate': 1.48e-05, 'completion_length': 67.65625, 'rewards/reward_function': -219.5625, 'reward': -219.5625, 'reward_std': 101.20148849487305, 'kl': 0.030978089198470116, 'epoch': 0.26}
{'loss': 0.0016, 'grad_norm': 0.4001508057117462, 'learning_rate': 1.4720000000000001e-05, 'completion_length': 69.8125, 'rewards/reward_function': -219.515625, 'reward': -219.515625, 'reward_std': 112.00968933105469, 'kl': 0.04060712829232216, 'epoch': 0.26}
{'loss': 0.0015, 'grad_norm': 0.39081382751464844, 'learning_rate': 1.464e-05, 'completion_length': 65.78125, 'rewards/reward_function': -205.53125, 'reward': -205.53125, 'reward_std': 106.90872955322266, 'kl': 0.03829538635909557, 'epoch': 0.27}
{'loss': 0.0013, 'grad_norm': 0.36620399355888367, 'learning_rate': 1.4560000000000001e-05, 'completion_length': 69.828125, 'rewards/reward_function': -229.84375, 'reward': -229.84375, 'reward_std': 90.64894104003906, 'kl': 0.03173790965229273, 'epoch': 0.27}
{'loss': 0.0017, 'grad_norm': 0.3750406503677368, 'learning_rate': 1.448e-05, 'completion_length': 64.078125, 'rewards/reward_function': -198.015625, 'reward': -198.015625, 'reward_std': 99.55123138427734, 'kl': 0.0422002337872982, 'epoch': 0.28}
{'loss': 0.0016, 'grad_norm': 0.3648253381252289, 'learning_rate': 1.4400000000000001e-05, 'completion_length': 69.515625, 'rewards/reward_function': -212.859375, 'reward': -212.859375, 'reward_std': 110.2626724243164, 'kl': 0.0396060086786747, 'epoch': 0.28}
{'loss': 0.0016, 'grad_norm': 0.402797669172287, 'learning_rate': 1.432e-05, 'completion_length': 68.453125, 'rewards/reward_function': -208.25, 'reward': -208.25, 'reward_std': 100.11700439453125, 'kl': 0.04020801559090614, 'epoch': 0.28}
{'loss': 0.0011, 'grad_norm': 0.34018248319625854, 'learning_rate': 1.4240000000000001e-05, 'completion_length': 75.203125, 'rewards/reward_function': -233.078125, 'reward': -233.078125, 'reward_std': 94.60431671142578, 'kl': 0.028181347995996475, 'epoch': 0.29}
{'loss': 0.0021, 'grad_norm': 0.36345282196998596, 'learning_rate': 1.416e-05, 'completion_length': 66.328125, 'rewards/reward_function': -204.078125, 'reward': -204.078125, 'reward_std': 104.2903938293457, 'kl': 0.05336661450564861, 'epoch': 0.29}
{'loss': 0.0018, 'grad_norm': 0.370986670255661, 'learning_rate': 1.408e-05, 'completion_length': 68.0, 'rewards/reward_function': -216.21875, 'reward': -216.21875, 'reward_std': 92.97201156616211, 'kl': 0.04492145776748657, 'epoch': 0.3}
{'loss': 0.0019, 'grad_norm': 0.35301443934440613, 'learning_rate': 1.4e-05, 'completion_length': 62.46875, 'rewards/reward_function': -197.0625, 'reward': -197.0625, 'reward_std': 97.77867126464844, 'kl': 0.04820151813328266, 'epoch': 0.3}
{'loss': 0.0022, 'grad_norm': 0.4440114498138428, 'learning_rate': 1.392e-05, 'completion_length': 63.203125, 'rewards/reward_function': -194.53125, 'reward': -194.53125, 'reward_std': 102.7815933227539, 'kl': 0.05615941062569618, 'epoch': 0.3}
{'loss': 0.0023, 'grad_norm': 0.37251660227775574, 'learning_rate': 1.384e-05, 'completion_length': 62.453125, 'rewards/reward_function': -200.1875, 'reward': -200.1875, 'reward_std': 119.0642318725586, 'kl': 0.05839851126074791, 'epoch': 0.31}
{'loss': 0.0031, 'grad_norm': 0.41916072368621826, 'learning_rate': 1.376e-05, 'completion_length': 58.828125, 'rewards/reward_function': -189.0, 'reward': -189.0, 'reward_std': 107.87936401367188, 'kl': 0.07732585817575455, 'epoch': 0.31}
{'loss': 0.003, 'grad_norm': 0.506705105304718, 'learning_rate': 1.3680000000000003e-05, 'completion_length': 55.234375, 'rewards/reward_function': -159.484375, 'reward': -159.484375, 'reward_std': 99.62032699584961, 'kl': 0.07486989721655846, 'epoch': 0.32}
{'loss': 0.003, 'grad_norm': 0.4428054988384247, 'learning_rate': 1.3600000000000002e-05, 'completion_length': 55.59375, 'rewards/reward_function': -176.5625, 'reward': -176.5625, 'reward_std': 101.19558715820312, 'kl': 0.07504523918032646, 'epoch': 0.32}
{'loss': 0.0023, 'grad_norm': 0.3698228895664215, 'learning_rate': 1.3520000000000003e-05, 'completion_length': 62.515625, 'rewards/reward_function': -195.09375, 'reward': -195.09375, 'reward_std': 96.65158081054688, 'kl': 0.0574948750436306, 'epoch': 0.32}
{'loss': 0.0032, 'grad_norm': 0.4110791087150574, 'learning_rate': 1.3440000000000002e-05, 'completion_length': 46.375, 'rewards/reward_function': -131.03125, 'reward': -131.03125, 'reward_std': 85.59640502929688, 'kl': 0.08029811456799507, 'epoch': 0.33}
{'loss': 0.0032, 'grad_norm': 0.4157966673374176, 'learning_rate': 1.3360000000000003e-05, 'completion_length': 50.109375, 'rewards/reward_function': -144.71875, 'reward': -144.71875, 'reward_std': 100.6046371459961, 'kl': 0.0790199264883995, 'epoch': 0.33}
{'loss': 0.0035, 'grad_norm': 0.45362216234207153, 'learning_rate': 1.3280000000000002e-05, 'completion_length': 52.890625, 'rewards/reward_function': -159.1875, 'reward': -159.1875, 'reward_std': 109.33586502075195, 'kl': 0.08761345222592354, 'epoch': 0.34}
{'loss': 0.003, 'grad_norm': 0.43918317556381226, 'learning_rate': 1.3200000000000002e-05, 'completion_length': 55.53125, 'rewards/reward_function': -162.28125, 'reward': -162.28125, 'reward_std': 101.57880783081055, 'kl': 0.07434901595115662, 'epoch': 0.34}
{'loss': 0.0032, 'grad_norm': 0.38698869943618774, 'learning_rate': 1.3120000000000001e-05, 'completion_length': 49.46875, 'rewards/reward_function': -149.84375, 'reward': -149.84375, 'reward_std': 100.97543334960938, 'kl': 0.0807604193687439, 'epoch': 0.34}
{'loss': 0.0051, 'grad_norm': 0.47103917598724365, 'learning_rate': 1.3040000000000002e-05, 'completion_length': 52.03125, 'rewards/reward_function': -158.359375, 'reward': -158.359375, 'reward_std': 105.75244522094727, 'kl': 0.12698615342378616, 'epoch': 0.35}
{'loss': 0.0039, 'grad_norm': 0.35781562328338623, 'learning_rate': 1.2960000000000001e-05, 'completion_length': 57.40625, 'rewards/reward_function': -177.03125, 'reward': -177.03125, 'reward_std': 100.93300247192383, 'kl': 0.09656089544296265, 'epoch': 0.35}
{'loss': 0.0045, 'grad_norm': 0.39088383316993713, 'learning_rate': 1.2880000000000002e-05, 'completion_length': 44.765625, 'rewards/reward_function': -139.375, 'reward': -139.375, 'reward_std': 90.87809371948242, 'kl': 0.11261364072561264, 'epoch': 0.36}
{'loss': 0.0044, 'grad_norm': 0.5182446241378784, 'learning_rate': 1.2800000000000001e-05, 'completion_length': 50.03125, 'rewards/reward_function': -150.4375, 'reward': -150.4375, 'reward_std': 101.8515396118164, 'kl': 0.10893123596906662, 'epoch': 0.36}
{'loss': 0.0049, 'grad_norm': 0.45296430587768555, 'learning_rate': 1.2720000000000002e-05, 'completion_length': 38.53125, 'rewards/reward_function': -107.84375, 'reward': -107.84375, 'reward_std': 64.62707138061523, 'kl': 0.12154557555913925, 'epoch': 0.36}
{'loss': 0.005, 'grad_norm': 0.577480137348175, 'learning_rate': 1.2640000000000001e-05, 'completion_length': 46.234375, 'rewards/reward_function': -135.515625, 'reward': -135.515625, 'reward_std': 91.68746185302734, 'kl': 0.1260145641863346, 'epoch': 0.37}
{'loss': 0.0044, 'grad_norm': 0.4207616150379181, 'learning_rate': 1.2560000000000002e-05, 'completion_length': 46.859375, 'rewards/reward_function': -140.484375, 'reward': -140.484375, 'reward_std': 93.53474807739258, 'kl': 0.1090943031013012, 'epoch': 0.37}
{'loss': 0.0051, 'grad_norm': 0.49738988280296326, 'learning_rate': 1.248e-05, 'completion_length': 51.125, 'rewards/reward_function': -157.4375, 'reward': -157.4375, 'reward_std': 106.1442756652832, 'kl': 0.1265338994562626, 'epoch': 0.38}
{'loss': 0.0041, 'grad_norm': 0.3948034346103668, 'learning_rate': 1.2400000000000002e-05, 'completion_length': 52.421875, 'rewards/reward_function': -161.265625, 'reward': -161.265625, 'reward_std': 94.08440399169922, 'kl': 0.10241970792412758, 'epoch': 0.38}
{'loss': 0.0054, 'grad_norm': 0.44304513931274414, 'learning_rate': 1.232e-05, 'completion_length': 46.9375, 'rewards/reward_function': -145.671875, 'reward': -145.671875, 'reward_std': 106.32415008544922, 'kl': 0.13596776127815247, 'epoch': 0.38}
{'loss': 0.0061, 'grad_norm': 0.40722569823265076, 'learning_rate': 1.2240000000000001e-05, 'completion_length': 40.71875, 'rewards/reward_function': -122.171875, 'reward': -122.171875, 'reward_std': 74.10695838928223, 'kl': 0.15238351374864578, 'epoch': 0.39}
{'loss': 0.0063, 'grad_norm': 0.48356348276138306, 'learning_rate': 1.216e-05, 'completion_length': 40.65625, 'rewards/reward_function': -116.453125, 'reward': -116.453125, 'reward_std': 84.11683654785156, 'kl': 0.15629185736179352, 'epoch': 0.39}
{'loss': 0.0049, 'grad_norm': 0.3747800886631012, 'learning_rate': 1.2080000000000001e-05, 'completion_length': 42.90625, 'rewards/reward_function': -122.9375, 'reward': -122.9375, 'reward_std': 80.23818969726562, 'kl': 0.1232500895857811, 'epoch': 0.4}
{'loss': 0.0074, 'grad_norm': 0.5380523800849915, 'learning_rate': 1.2e-05, 'completion_length': 42.234375, 'rewards/reward_function': -117.484375, 'reward': -117.484375, 'reward_std': 92.19219207763672, 'kl': 0.18572340160608292, 'epoch': 0.4}
{'loss': 0.0097, 'grad_norm': 0.7136406302452087, 'learning_rate': 1.1920000000000001e-05, 'completion_length': 37.703125, 'rewards/reward_function': -104.109375, 'reward': -104.109375, 'reward_std': 69.91368865966797, 'kl': 0.2423674389719963, 'epoch': 0.4}
{'loss': 0.006, 'grad_norm': 0.39668431878089905, 'learning_rate': 1.184e-05, 'completion_length': 38.96875, 'rewards/reward_function': -103.203125, 'reward': -103.203125, 'reward_std': 75.2203140258789, 'kl': 0.15070055425167084, 'epoch': 0.41}
{'loss': 0.006, 'grad_norm': 0.4350075125694275, 'learning_rate': 1.1760000000000001e-05, 'completion_length': 34.828125, 'rewards/reward_function': -92.828125, 'reward': -92.828125, 'reward_std': 71.03076934814453, 'kl': 0.15000272542238235, 'epoch': 0.41}
{'loss': 0.0099, 'grad_norm': 0.5671455264091492, 'learning_rate': 1.168e-05, 'completion_length': 40.890625, 'rewards/reward_function': -111.203125, 'reward': -111.203125, 'reward_std': 76.113037109375, 'kl': 0.24671757221221924, 'epoch': 0.42}
