wandb: WARNING The `run_name` is currently set to the same value as `TrainingArguments.output_dir`. If this was not intended, please specify a different run name by setting the `TrainingArguments.run_name` parameter.
                                                  
{'loss': -0.0, 'grad_norm': 0.2884138822555542, 'learning_rate': 1.9920000000000002e-05, 'completion_length': 81.453125, 'rewards/reward_function': -270.671875, 'reward': -270.671875, 'reward_std': 84.1400146484375, 'kl': 0.0, 'epoch': 0.0}
{'loss': 0.0001, 'grad_norm': 0.3473415970802307, 'learning_rate': 1.896e-05, 'completion_length': 82.84375, 'rewards/reward_function': -278.890625, 'reward': -278.890625, 'reward_std': 102.09574127197266, 'kl': 0.001783441985026002, 'epoch': 0.05}
{'loss': 0.0001, 'grad_norm': 0.2560412883758545, 'learning_rate': 1.8880000000000002e-05, 'completion_length': 88.546875, 'rewards/reward_function': -299.5625, 'reward': -299.5625, 'reward_std': 60.55244827270508, 'kl': 0.0016902419156394899, 'epoch': 0.06}
{'loss': 0.0001, 'grad_norm': 0.3461739420890808, 'learning_rate': 1.88e-05, 'completion_length': 87.03125, 'rewards/reward_function': -277.75, 'reward': -277.75, 'reward_std': 81.12016296386719, 'kl': 0.0017519635730423033, 'epoch': 0.06}
{'loss': 0.0001, 'grad_norm': 0.32156670093536377, 'learning_rate': 1.8720000000000004e-05, 'completion_length': 86.953125, 'rewards/reward_function': -281.875, 'reward': -281.875, 'reward_std': 63.4749870300293, 'kl': 0.0017928066663444042, 'epoch': 0.06}
{'loss': 0.0001, 'grad_norm': 0.3149777054786682, 'learning_rate': 1.864e-05, 'completion_length': 74.5625, 'rewards/reward_function': -247.09375, 'reward': -247.09375, 'reward_std': 115.98527526855469, 'kl': 0.0017967543681152165, 'epoch': 0.07}
{'loss': 0.0001, 'grad_norm': 0.5145614743232727, 'learning_rate': 1.8560000000000002e-05, 'completion_length': 84.109375, 'rewards/reward_function': -274.25, 'reward': -274.25, 'reward_std': 88.63396835327148, 'kl': 0.0021054259268566966, 'epoch': 0.07}
{'loss': 0.0001, 'grad_norm': 0.3935546576976776, 'learning_rate': 1.8480000000000003e-05, 'completion_length': 82.875, 'rewards/reward_function': -261.203125, 'reward': -261.203125, 'reward_std': 85.97375869750977, 'kl': 0.0022115508327260613, 'epoch': 0.08}
{'loss': 0.0001, 'grad_norm': 0.25982949137687683, 'learning_rate': 1.8400000000000003e-05, 'completion_length': 88.84375, 'rewards/reward_function': -288.375, 'reward': -288.375, 'reward_std': 71.2989273071289, 'kl': 0.0018451574142090976, 'epoch': 0.08}
{'loss': 0.0001, 'grad_norm': 0.2416968196630478, 'learning_rate': 1.832e-05, 'completion_length': 83.375, 'rewards/reward_function': -284.015625, 'reward': -284.015625, 'reward_std': 72.19929504394531, 'kl': 0.0018918205751106143, 'epoch': 0.08}
{'loss': 0.0001, 'grad_norm': 0.3210335671901703, 'learning_rate': 1.824e-05, 'completion_length': 80.921875, 'rewards/reward_function': -264.03125, 'reward': -264.03125, 'reward_std': 82.51848983764648, 'kl': 0.0022870918037369847, 'epoch': 0.09}
{'loss': 0.0001, 'grad_norm': 0.3213384747505188, 'learning_rate': 1.8160000000000002e-05, 'completion_length': 82.1875, 'rewards/reward_function': -276.546875, 'reward': -276.546875, 'reward_std': 98.32963943481445, 'kl': 0.002106889267452061, 'epoch': 0.09}
{'loss': 0.0001, 'grad_norm': 0.3229430913925171, 'learning_rate': 1.8080000000000003e-05, 'completion_length': 87.03125, 'rewards/reward_function': -277.921875, 'reward': -277.921875, 'reward_std': 75.73732376098633, 'kl': 0.00261498533654958, 'epoch': 0.1}
{'loss': 0.0001, 'grad_norm': 0.3930598795413971, 'learning_rate': 1.8e-05, 'completion_length': 84.265625, 'rewards/reward_function': -271.34375, 'reward': -271.34375, 'reward_std': 82.9202995300293, 'kl': 0.0026224205503240228, 'epoch': 0.1}
{'loss': 0.0001, 'grad_norm': 0.3368988037109375, 'learning_rate': 1.792e-05, 'completion_length': 69.328125, 'rewards/reward_function': -228.34375, 'reward': -228.34375, 'reward_std': 108.95074081420898, 'kl': 0.0026601883582770824, 'epoch': 0.1}
{'loss': 0.0001, 'grad_norm': 0.4233192801475525, 'learning_rate': 1.7840000000000002e-05, 'completion_length': 84.75, 'rewards/reward_function': -284.765625, 'reward': -284.765625, 'reward_std': 85.85079193115234, 'kl': 0.002966091502457857, 'epoch': 0.11}
{'loss': 0.0001, 'grad_norm': 0.2623000741004944, 'learning_rate': 1.7760000000000003e-05, 'completion_length': 90.0, 'rewards/reward_function': -298.65625, 'reward': -298.65625, 'reward_std': 58.306304931640625, 'kl': 0.0027220528572797775, 'epoch': 0.11}
{'loss': 0.0001, 'grad_norm': 0.36619114875793457, 'learning_rate': 1.768e-05, 'completion_length': 85.25, 'rewards/reward_function': -270.25, 'reward': -270.25, 'reward_std': 86.13142395019531, 'kl': 0.0031668359879404306, 'epoch': 0.12}
{'loss': 0.0001, 'grad_norm': 0.3094199597835541, 'learning_rate': 1.76e-05, 'completion_length': 85.640625, 'rewards/reward_function': -261.265625, 'reward': -261.265625, 'reward_std': 81.43302154541016, 'kl': 0.003460077685303986, 'epoch': 0.12}
{'loss': 0.0001, 'grad_norm': 0.26805630326271057, 'learning_rate': 1.752e-05, 'completion_length': 87.625, 'rewards/reward_function': -285.484375, 'reward': -285.484375, 'reward_std': 72.94333267211914, 'kl': 0.0037464771885424852, 'epoch': 0.12}
{'loss': 0.0002, 'grad_norm': 0.3218424618244171, 'learning_rate': 1.7440000000000002e-05, 'completion_length': 77.125, 'rewards/reward_function': -241.390625, 'reward': -241.390625, 'reward_std': 100.14652252197266, 'kl': 0.004499434377066791, 'epoch': 0.13}
{'loss': 0.0002, 'grad_norm': 0.3732842206954956, 'learning_rate': 1.736e-05, 'completion_length': 77.640625, 'rewards/reward_function': -254.21875, 'reward': -254.21875, 'reward_std': 100.92778015136719, 'kl': 0.004342339234426618, 'epoch': 0.13}
{'loss': 0.0001, 'grad_norm': 0.3177371025085449, 'learning_rate': 1.728e-05, 'completion_length': 85.15625, 'rewards/reward_function': -279.65625, 'reward': -279.65625, 'reward_std': 87.2139892578125, 'kl': 0.0036869412288069725, 'epoch': 0.14}
{'loss': 0.0002, 'grad_norm': 0.28190821409225464, 'learning_rate': 1.72e-05, 'completion_length': 84.984375, 'rewards/reward_function': -281.265625, 'reward': -281.265625, 'reward_std': 81.74520111083984, 'kl': 0.00432205677498132, 'epoch': 0.14}
{'loss': 0.0002, 'grad_norm': 0.3566608428955078, 'learning_rate': 1.7120000000000002e-05, 'completion_length': 82.078125, 'rewards/reward_function': -275.765625, 'reward': -275.765625, 'reward_std': 75.7473030090332, 'kl': 0.0049541674088686705, 'epoch': 0.14}
{'loss': 0.0003, 'grad_norm': 0.3108840584754944, 'learning_rate': 1.704e-05, 'completion_length': 76.1875, 'rewards/reward_function': -251.3125, 'reward': -251.3125, 'reward_std': 93.79849243164062, 'kl': 0.006428693886846304, 'epoch': 0.15}
{'loss': 0.0002, 'grad_norm': 0.2688200771808624, 'learning_rate': 1.696e-05, 'completion_length': 86.53125, 'rewards/reward_function': -286.640625, 'reward': -286.640625, 'reward_std': 63.256385803222656, 'kl': 0.005422104615718126, 'epoch': 0.15}
{'loss': 0.0002, 'grad_norm': 0.3110329210758209, 'learning_rate': 1.688e-05, 'completion_length': 82.984375, 'rewards/reward_function': -265.5625, 'reward': -265.5625, 'reward_std': 89.73892211914062, 'kl': 0.005481485743075609, 'epoch': 0.16}
{'loss': 0.0003, 'grad_norm': 0.32809701561927795, 'learning_rate': 1.6800000000000002e-05, 'completion_length': 81.34375, 'rewards/reward_function': -262.03125, 'reward': -262.03125, 'reward_std': 82.05470085144043, 'kl': 0.006616977974772453, 'epoch': 0.16}
{'loss': 0.0003, 'grad_norm': 0.3995200991630554, 'learning_rate': 1.672e-05, 'completion_length': 71.15625, 'rewards/reward_function': -233.828125, 'reward': -233.828125, 'reward_std': 104.95343017578125, 'kl': 0.00847977981902659, 'epoch': 0.16}
{'loss': 0.0004, 'grad_norm': 0.3600439131259918, 'learning_rate': 1.664e-05, 'completion_length': 70.46875, 'rewards/reward_function': -225.59375, 'reward': -225.59375, 'reward_std': 91.07997512817383, 'kl': 0.009671729058027267, 'epoch': 0.17}
{'loss': 0.0003, 'grad_norm': 0.26730796694755554, 'learning_rate': 1.656e-05, 'completion_length': 80.421875, 'rewards/reward_function': -247.390625, 'reward': -247.390625, 'reward_std': 79.11772155761719, 'kl': 0.0063176569528877735, 'epoch': 0.17}
{'loss': 0.0004, 'grad_norm': 0.3436211049556732, 'learning_rate': 1.648e-05, 'completion_length': 80.125, 'rewards/reward_function': -262.34375, 'reward': -262.34375, 'reward_std': 96.12118530273438, 'kl': 0.008874301332980394, 'epoch': 0.18}
{'loss': 0.0004, 'grad_norm': 0.3225213289260864, 'learning_rate': 1.64e-05, 'completion_length': 80.484375, 'rewards/reward_function': -259.9375, 'reward': -259.9375, 'reward_std': 88.8532600402832, 'kl': 0.009883358608931303, 'epoch': 0.18}
{'loss': 0.0004, 'grad_norm': 0.30728644132614136, 'learning_rate': 1.632e-05, 'completion_length': 79.765625, 'rewards/reward_function': -265.203125, 'reward': -265.203125, 'reward_std': 91.70435333251953, 'kl': 0.00999792292714119, 'epoch': 0.18}
{'loss': 0.0004, 'grad_norm': 0.39243412017822266, 'learning_rate': 1.6240000000000004e-05, 'completion_length': 76.515625, 'rewards/reward_function': -246.125, 'reward': -246.125, 'reward_std': 95.8469467163086, 'kl': 0.009930862113833427, 'epoch': 0.19}
{'loss': 0.0005, 'grad_norm': 0.31688839197158813, 'learning_rate': 1.616e-05, 'completion_length': 78.078125, 'rewards/reward_function': -265.078125, 'reward': -265.078125, 'reward_std': 85.71880722045898, 'kl': 0.011968841776251793, 'epoch': 0.19}
{'loss': 0.0005, 'grad_norm': 0.32716238498687744, 'learning_rate': 1.6080000000000002e-05, 'completion_length': 74.703125, 'rewards/reward_function': -231.890625, 'reward': -231.890625, 'reward_std': 94.33658218383789, 'kl': 0.011463165748864412, 'epoch': 0.2}
{'loss': 0.0005, 'grad_norm': 0.34058046340942383, 'learning_rate': 1.6000000000000003e-05, 'completion_length': 79.609375, 'rewards/reward_function': -252.484375, 'reward': -252.484375, 'reward_std': 93.79114532470703, 'kl': 0.012296305038034916, 'epoch': 0.2}
{'loss': 0.0006, 'grad_norm': 0.29908615350723267, 'learning_rate': 1.5920000000000003e-05, 'completion_length': 80.765625, 'rewards/reward_function': -252.015625, 'reward': -252.015625, 'reward_std': 88.83964538574219, 'kl': 0.014091229997575283, 'epoch': 0.2}
{'loss': 0.0006, 'grad_norm': 0.41334396600723267, 'learning_rate': 1.584e-05, 'completion_length': 81.34375, 'rewards/reward_function': -253.78125, 'reward': -253.78125, 'reward_std': 91.47576522827148, 'kl': 0.013832591008394957, 'epoch': 0.21}
{'loss': 0.0006, 'grad_norm': 0.35649585723876953, 'learning_rate': 1.576e-05, 'completion_length': 71.015625, 'rewards/reward_function': -221.578125, 'reward': -221.578125, 'reward_std': 86.31476593017578, 'kl': 0.015664944890886545, 'epoch': 0.21}
{'loss': 0.0007, 'grad_norm': 0.33143457770347595, 'learning_rate': 1.5680000000000002e-05, 'completion_length': 77.265625, 'rewards/reward_function': -258.0, 'reward': -258.0, 'reward_std': 91.19239807128906, 'kl': 0.017232302576303482, 'epoch': 0.22}
{'loss': 0.0006, 'grad_norm': 0.3865143060684204, 'learning_rate': 1.5600000000000003e-05, 'completion_length': 71.328125, 'rewards/reward_function': -214.625, 'reward': -214.625, 'reward_std': 96.22625732421875, 'kl': 0.014472000300884247, 'epoch': 0.22}
{'loss': 0.0007, 'grad_norm': 0.3286035358905792, 'learning_rate': 1.552e-05, 'completion_length': 71.0, 'rewards/reward_function': -236.484375, 'reward': -236.484375, 'reward_std': 101.99232482910156, 'kl': 0.017661800142377615, 'epoch': 0.22}
{'loss': 0.001, 'grad_norm': 0.3985644578933716, 'learning_rate': 1.544e-05, 'completion_length': 65.4375, 'rewards/reward_function': -213.84375, 'reward': -213.84375, 'reward_std': 100.52265548706055, 'kl': 0.024453329853713512, 'epoch': 0.23}
{'loss': 0.0008, 'grad_norm': 0.3408961892127991, 'learning_rate': 1.5360000000000002e-05, 'completion_length': 70.75, 'rewards/reward_function': -230.125, 'reward': -230.125, 'reward_std': 89.21229934692383, 'kl': 0.020987427793443203, 'epoch': 0.23}
{'loss': 0.0008, 'grad_norm': 0.3491520583629608, 'learning_rate': 1.5280000000000003e-05, 'completion_length': 72.59375, 'rewards/reward_function': -229.28125, 'reward': -229.28125, 'reward_std': 105.20260620117188, 'kl': 0.02050619013607502, 'epoch': 0.24}
{'loss': 0.0011, 'grad_norm': 0.507861852645874, 'learning_rate': 1.5200000000000002e-05, 'completion_length': 69.96875, 'rewards/reward_function': -228.234375, 'reward': -228.234375, 'reward_std': 108.61470794677734, 'kl': 0.027134954929351807, 'epoch': 0.24}
{'loss': 0.001, 'grad_norm': 0.56444251537323, 'learning_rate': 1.5120000000000001e-05, 'completion_length': 77.609375, 'rewards/reward_function': -260.0625, 'reward': -260.0625, 'reward_std': 98.52091598510742, 'kl': 0.02441349532455206, 'epoch': 0.24}
{'loss': 0.0011, 'grad_norm': 0.37564489245414734, 'learning_rate': 1.5040000000000002e-05, 'completion_length': 69.9375, 'rewards/reward_function': -222.84375, 'reward': -222.84375, 'reward_std': 96.57858276367188, 'kl': 0.02780313231050968, 'epoch': 0.25}
{'loss': 0.0009, 'grad_norm': 0.3594968318939209, 'learning_rate': 1.496e-05, 'completion_length': 67.21875, 'rewards/reward_function': -205.15625, 'reward': -205.15625, 'reward_std': 90.87972259521484, 'kl': 0.02311600185930729, 'epoch': 0.25}
{'loss': 0.0011, 'grad_norm': 0.41265079379081726, 'learning_rate': 1.4880000000000002e-05, 'completion_length': 69.25, 'rewards/reward_function': -216.53125, 'reward': -216.53125, 'reward_std': 108.79039764404297, 'kl': 0.027127322740852833, 'epoch': 0.26}
{'loss': 0.0015, 'grad_norm': 0.8577116131782532, 'learning_rate': 1.48e-05, 'completion_length': 69.234375, 'rewards/reward_function': -219.328125, 'reward': -219.328125, 'reward_std': 98.56353759765625, 'kl': 0.03660354018211365, 'epoch': 0.26}
{'loss': 0.0018, 'grad_norm': 0.38559389114379883, 'learning_rate': 1.4720000000000001e-05, 'completion_length': 69.6875, 'rewards/reward_function': -227.34375, 'reward': -227.34375, 'reward_std': 104.2511215209961, 'kl': 0.04607054404914379, 'epoch': 0.26}
{'loss': 0.002, 'grad_norm': 0.46956491470336914, 'learning_rate': 1.464e-05, 'completion_length': 63.40625, 'rewards/reward_function': -198.8125, 'reward': -198.8125, 'reward_std': 109.44775390625, 'kl': 0.05088421702384949, 'epoch': 0.27}
{'loss': 0.0017, 'grad_norm': 0.35912662744522095, 'learning_rate': 1.4560000000000001e-05, 'completion_length': 65.28125, 'rewards/reward_function': -215.53125, 'reward': -215.53125, 'reward_std': 93.1603775024414, 'kl': 0.04259801656007767, 'epoch': 0.27}
{'loss': 0.002, 'grad_norm': 0.45536285638809204, 'learning_rate': 1.448e-05, 'completion_length': 63.15625, 'rewards/reward_function': -188.328125, 'reward': -188.328125, 'reward_std': 88.94978332519531, 'kl': 0.05010940134525299, 'epoch': 0.28}
{'loss': 0.0019, 'grad_norm': 0.3979334831237793, 'learning_rate': 1.4400000000000001e-05, 'completion_length': 69.359375, 'rewards/reward_function': -212.78125, 'reward': -212.78125, 'reward_std': 112.88234329223633, 'kl': 0.047797806560993195, 'epoch': 0.28}
{'loss': 0.002, 'grad_norm': 0.36210793256759644, 'learning_rate': 1.432e-05, 'completion_length': 66.171875, 'rewards/reward_function': -202.84375, 'reward': -202.84375, 'reward_std': 106.81547546386719, 'kl': 0.0494559220969677, 'epoch': 0.28}
{'loss': 0.0014, 'grad_norm': 0.35437169671058655, 'learning_rate': 1.4240000000000001e-05, 'completion_length': 74.25, 'rewards/reward_function': -233.921875, 'reward': -233.921875, 'reward_std': 91.14111328125, 'kl': 0.03470298647880554, 'epoch': 0.29}
{'loss': 0.0025, 'grad_norm': 0.4393901824951172, 'learning_rate': 1.416e-05, 'completion_length': 63.03125, 'rewards/reward_function': -191.59375, 'reward': -191.59375, 'reward_std': 109.82561492919922, 'kl': 0.06321344710886478, 'epoch': 0.29}
{'loss': 0.0025, 'grad_norm': 0.38050341606140137, 'learning_rate': 1.408e-05, 'completion_length': 64.625, 'rewards/reward_function': -206.609375, 'reward': -206.609375, 'reward_std': 109.34348678588867, 'kl': 0.06205216236412525, 'epoch': 0.3}
{'loss': 0.0021, 'grad_norm': 0.35499075055122375, 'learning_rate': 1.4e-05, 'completion_length': 62.234375, 'rewards/reward_function': -190.5, 'reward': -190.5, 'reward_std': 102.01507186889648, 'kl': 0.05207854136824608, 'epoch': 0.3}
{'loss': 0.0028, 'grad_norm': 0.44742411375045776, 'learning_rate': 1.392e-05, 'completion_length': 58.5, 'rewards/reward_function': -181.140625, 'reward': -181.140625, 'reward_std': 110.39788436889648, 'kl': 0.06969637051224709, 'epoch': 0.3}
{'loss': 0.0027, 'grad_norm': 0.3563169836997986, 'learning_rate': 1.384e-05, 'completion_length': 59.921875, 'rewards/reward_function': -189.21875, 'reward': -189.21875, 'reward_std': 109.90214538574219, 'kl': 0.06696056947112083, 'epoch': 0.31}
{'loss': 0.0041, 'grad_norm': 0.4335295557975769, 'learning_rate': 1.376e-05, 'completion_length': 51.40625, 'rewards/reward_function': -163.609375, 'reward': -163.609375, 'reward_std': 107.72991561889648, 'kl': 0.10315689444541931, 'epoch': 0.31}
{'loss': 0.0035, 'grad_norm': 0.5024534463882446, 'learning_rate': 1.3680000000000003e-05, 'completion_length': 51.140625, 'rewards/reward_function': -148.28125, 'reward': -148.28125, 'reward_std': 101.15868377685547, 'kl': 0.08629969507455826, 'epoch': 0.32}
{'loss': 0.0038, 'grad_norm': 0.3937901258468628, 'learning_rate': 1.3600000000000002e-05, 'completion_length': 51.328125, 'rewards/reward_function': -158.09375, 'reward': -158.09375, 'reward_std': 104.21099472045898, 'kl': 0.09610825031995773, 'epoch': 0.32}
{'loss': 0.0029, 'grad_norm': 0.3894178867340088, 'learning_rate': 1.3520000000000003e-05, 'completion_length': 62.125, 'rewards/reward_function': -195.4375, 'reward': -195.4375, 'reward_std': 97.95940780639648, 'kl': 0.07139338925480843, 'epoch': 0.32}
{'loss': 0.0035, 'grad_norm': 0.40244483947753906, 'learning_rate': 1.3440000000000002e-05, 'completion_length': 47.671875, 'rewards/reward_function': -137.078125, 'reward': -137.078125, 'reward_std': 102.98709869384766, 'kl': 0.08860602974891663, 'epoch': 0.33}
{'loss': 0.0036, 'grad_norm': 0.419443279504776, 'learning_rate': 1.3360000000000003e-05, 'completion_length': 51.0, 'rewards/reward_function': -154.359375, 'reward': -154.359375, 'reward_std': 114.78723526000977, 'kl': 0.0905001275241375, 'epoch': 0.33}
{'loss': 0.0038, 'grad_norm': 0.43538206815719604, 'learning_rate': 1.3280000000000002e-05, 'completion_length': 53.796875, 'rewards/reward_function': -162.046875, 'reward': -162.046875, 'reward_std': 110.60455322265625, 'kl': 0.09493841230869293, 'epoch': 0.34}
{'loss': 0.0038, 'grad_norm': 0.447246789932251, 'learning_rate': 1.3200000000000002e-05, 'completion_length': 51.90625, 'rewards/reward_function': -153.484375, 'reward': -153.484375, 'reward_std': 109.93582534790039, 'kl': 0.0950537621974945, 'epoch': 0.34}
{'loss': 0.0037, 'grad_norm': 0.37583863735198975, 'learning_rate': 1.3120000000000001e-05, 'completion_length': 50.03125, 'rewards/reward_function': -151.078125, 'reward': -151.078125, 'reward_std': 97.12378311157227, 'kl': 0.09163060784339905, 'epoch': 0.34}
{'loss': 0.0064, 'grad_norm': 0.45969223976135254, 'learning_rate': 1.3040000000000002e-05, 'completion_length': 51.046875, 'rewards/reward_function': -160.171875, 'reward': -160.171875, 'reward_std': 106.95034790039062, 'kl': 0.16090312600135803, 'epoch': 0.35}
{'loss': 0.004, 'grad_norm': 0.29866743087768555, 'learning_rate': 1.2960000000000001e-05, 'completion_length': 60.0, 'rewards/reward_function': -186.484375, 'reward': -186.484375, 'reward_std': 109.85818099975586, 'kl': 0.10122711583971977, 'epoch': 0.35}
{'loss': 0.0054, 'grad_norm': 0.3702937066555023, 'learning_rate': 1.2880000000000002e-05, 'completion_length': 48.90625, 'rewards/reward_function': -157.734375, 'reward': -157.734375, 'reward_std': 104.40424728393555, 'kl': 0.13405685871839523, 'epoch': 0.36}
{'loss': 0.0059, 'grad_norm': 0.4996764063835144, 'learning_rate': 1.2800000000000001e-05, 'completion_length': 41.4375, 'rewards/reward_function': -117.578125, 'reward': -117.578125, 'reward_std': 81.3094367980957, 'kl': 0.1476241573691368, 'epoch': 0.36}
{'loss': 0.0062, 'grad_norm': 0.5342166423797607, 'learning_rate': 1.2720000000000002e-05, 'completion_length': 37.40625, 'rewards/reward_function': -107.09375, 'reward': -107.09375, 'reward_std': 72.68942451477051, 'kl': 0.15462151169776917, 'epoch': 0.36}
{'loss': 0.0055, 'grad_norm': 0.5965598821640015, 'learning_rate': 1.2640000000000001e-05, 'completion_length': 41.28125, 'rewards/reward_function': -112.421875, 'reward': -112.421875, 'reward_std': 91.55896759033203, 'kl': 0.13852890208363533, 'epoch': 0.37}
{'loss': 0.0062, 'grad_norm': 0.4209602475166321, 'learning_rate': 1.2560000000000002e-05, 'completion_length': 41.84375, 'rewards/reward_function': -120.9375, 'reward': -120.9375, 'reward_std': 87.57864761352539, 'kl': 0.15561098605394363, 'epoch': 0.37}
{'loss': 0.0049, 'grad_norm': 0.3586193025112152, 'learning_rate': 1.248e-05, 'completion_length': 47.0, 'rewards/reward_function': -144.5625, 'reward': -144.5625, 'reward_std': 98.9958724975586, 'kl': 0.12176760286092758, 'epoch': 0.38}
{'loss': 0.0049, 'grad_norm': 0.44310036301612854, 'learning_rate': 1.2400000000000002e-05, 'completion_length': 51.15625, 'rewards/reward_function': -160.65625, 'reward': -160.65625, 'reward_std': 98.2320327758789, 'kl': 0.1218068078160286, 'epoch': 0.38}
{'loss': 0.0046, 'grad_norm': 0.35470226407051086, 'learning_rate': 1.232e-05, 'completion_length': 50.953125, 'rewards/reward_function': -150.359375, 'reward': -150.359375, 'reward_std': 90.74654006958008, 'kl': 0.11591336503624916, 'epoch': 0.38}
{'loss': 0.0066, 'grad_norm': 0.44556236267089844, 'learning_rate': 1.2240000000000001e-05, 'completion_length': 38.953125, 'rewards/reward_function': -115.6875, 'reward': -115.6875, 'reward_std': 95.77594757080078, 'kl': 0.16587024927139282, 'epoch': 0.39}
{'loss': 0.0088, 'grad_norm': 0.4948272109031677, 'learning_rate': 1.216e-05, 'completion_length': 38.03125, 'rewards/reward_function': -105.640625, 'reward': -105.640625, 'reward_std': 78.7406005859375, 'kl': 0.22063200175762177, 'epoch': 0.39}
{'loss': 0.0061, 'grad_norm': 0.39370810985565186, 'learning_rate': 1.2080000000000001e-05, 'completion_length': 38.921875, 'rewards/reward_function': -110.203125, 'reward': -110.203125, 'reward_std': 69.1379280090332, 'kl': 0.1516721397638321, 'epoch': 0.4}
{'loss': 0.0071, 'grad_norm': 0.457558274269104, 'learning_rate': 1.2e-05, 'completion_length': 49.109375, 'rewards/reward_function': -147.796875, 'reward': -147.796875, 'reward_std': 93.62428665161133, 'kl': 0.17702504992485046, 'epoch': 0.4}
{'loss': 0.0081, 'grad_norm': 0.5107994675636292, 'learning_rate': 1.1920000000000001e-05, 'completion_length': 42.03125, 'rewards/reward_function': -122.328125, 'reward': -122.328125, 'reward_std': 95.42890930175781, 'kl': 0.20167479664087296, 'epoch': 0.4}
{'loss': 0.0079, 'grad_norm': 0.43102753162384033, 'learning_rate': 1.184e-05, 'completion_length': 36.03125, 'rewards/reward_function': -92.71875, 'reward': -92.71875, 'reward_std': 59.88967514038086, 'kl': 0.1978999301791191, 'epoch': 0.41}
{'loss': 0.0063, 'grad_norm': 0.4240811765193939, 'learning_rate': 1.1760000000000001e-05, 'completion_length': 38.375, 'rewards/reward_function': -107.109375, 'reward': -107.109375, 'reward_std': 85.43975067138672, 'kl': 0.15701615065336227, 'epoch': 0.41}
{'loss': 0.0104, 'grad_norm': 0.6394283175468445, 'learning_rate': 1.168e-05, 'completion_length': 39.109375, 'rewards/reward_function': -107.171875, 'reward': -107.171875, 'reward_std': 90.57476425170898, 'kl': 0.26086366176605225, 'epoch': 0.42}
